"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Qualité des Données","Temp max.(°C)","Temp max. Indicateur","Temp min.(°C)","Temp min. Indicateur","Temp moy.(°C)","Temp moy. Indicateur","DJC (°C)","DJC Indicateur","DJR (°C)","DJR Indicateur","Pluie tot. (mm)","Pluie tot. Indicateur","Neige tot. (cm)","Neige tot. Indicateur","Précip. tot. (mm)","Précip. tot. Indicateur","Neige au sol (cm)","Neige au sol Indicateur","Dir. raf. max. (10s deg)","Dir. raf. max. Indicateur","Vit. raf. max. (km/h)","Vit. raf. max. Indicateur"
"-72,67","45,03","ABERCORN","7020040","1985-06-26","1985","06","26","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-06-27","1985","06","27","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-06-28","1985","06","28","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-06-29","1985","06","29","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-06-30","1985","06","30","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-01","1985","07","01","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-02","1985","07","02","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-03","1985","07","03","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-04","1985","07","04","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-05","1985","07","05","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-06","1985","07","06","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-07","1985","07","07","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-08","1985","07","08","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-09","1985","07","09","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-10","1985","07","10","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-11","1985","07","11","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-12","1985","07","12","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-13","1985","07","13","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-14","1985","07","14","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-15","1985","07","15","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-16","1985","07","16","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-17","1985","07","17","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-18","1985","07","18","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-19","1985","07","19","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-20","1985","07","20","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-21","1985","07","21","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-22","1985","07","22","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-23","1985","07","23","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-24","1985","07","24","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-25","1985","07","25","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-26","1985","07","26","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-27","1985","07","27","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-28","1985","07","28","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-29","1985","07","29","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-30","1985","07","30","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-07-31","1985","07","31","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-01","1985","08","01","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-02","1985","08","02","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-03","1985","08","03","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-04","1985","08","04","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-05","1985","08","05","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-06","1985","08","06","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-07","1985","08","07","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-08","1985","08","08","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-09","1985","08","09","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-10","1985","08","10","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-11","1985","08","11","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-12","1985","08","12","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-13","1985","08","13","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-14","1985","08","14","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-15","1985","08","15","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-16","1985","08","16","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-17","1985","08","17","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-18","1985","08","18","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-19","1985","08","19","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-20","1985","08","20","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-21","1985","08","21","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-22","1985","08","22","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-23","1985","08","23","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-24","1985","08","24","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-25","1985","08","25","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-26","1985","08","26","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-27","1985","08","27","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-28","1985","08","28","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-29","1985","08","29","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-30","1985","08","30","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-08-31","1985","08","31","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-01","1985","09","01","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-02","1985","09","02","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-03","1985","09","03","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-04","1985","09","04","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-05","1985","09","05","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-06","1985","09","06","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-07","1985","09","07","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-08","1985","09","08","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-09","1985","09","09","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-10","1985","09","10","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-11","1985","09","11","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-12","1985","09","12","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-13","1985","09","13","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-14","1985","09","14","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-15","1985","09","15","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-16","1985","09","16","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-17","1985","09","17","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-18","1985","09","18","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-19","1985","09","19","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-20","1985","09","20","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-21","1985","09","21","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-22","1985","09","22","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-23","1985","09","23","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-24","1985","09","24","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-25","1985","09","25","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-26","1985","09","26","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-27","1985","09","27","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-28","1985","09","28","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-29","1985","09","29","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-09-30","1985","09","30","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-01","1985","10","01","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-02","1985","10","02","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-03","1985","10","03","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-04","1985","10","04","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-05","1985","10","05","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-06","1985","10","06","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-07","1985","10","07","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-08","1985","10","08","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-09","1985","10","09","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-10","1985","10","10","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-11","1985","10","11","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-12","1985","10","12","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-13","1985","10","13","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-14","1985","10","14","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-15","1985","10","15","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-16","1985","10","16","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-17","1985","10","17","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-18","1985","10","18","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-19","1985","10","19","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-20","1985","10","20","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-21","1985","10","21","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-22","1985","10","22","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-23","1985","10","23","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-24","1985","10","24","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-25","1985","10","25","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-26","1985","10","26","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-27","1985","10","27","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-28","1985","10","28","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-29","1985","10","29","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-30","1985","10","30","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-10-31","1985","10","31","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-01","1985","11","01","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-02","1985","11","02","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-03","1985","11","03","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-04","1985","11","04","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-05","1985","11","05","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-06","1985","11","06","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-07","1985","11","07","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-08","1985","11","08","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-09","1985","11","09","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-10","1985","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-11","1985","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-12","1985","11","12","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-13","1985","11","13","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-14","1985","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-15","1985","11","15","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-16","1985","11","16","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-17","1985","11","17","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-18","1985","11","18","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-19","1985","11","19","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-20","1985","11","20","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-21","1985","11","21","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-22","1985","11","22","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-23","1985","11","23","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-24","1985","11","24","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-25","1985","11","25","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-26","1985","11","26","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-27","1985","11","27","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-28","1985","11","28","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-29","1985","11","29","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-11-30","1985","11","30","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-01","1985","12","01","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-02","1985","12","02","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-03","1985","12","03","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-04","1985","12","04","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-05","1985","12","05","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-06","1985","12","06","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-07","1985","12","07","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-08","1985","12","08","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-09","1985","12","09","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-10","1985","12","10","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-11","1985","12","11","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-12","1985","12","12","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-13","1985","12","13","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-14","1985","12","14","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-15","1985","12","15","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-16","1985","12","16","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-17","1985","12","17","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-18","1985","12","18","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-19","1985","12","19","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-20","1985","12","20","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-21","1985","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-22","1985","12","22","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-23","1985","12","23","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-24","1985","12","24","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-25","1985","12","25","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-26","1985","12","26","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-27","1985","12","27","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-28","1985","12","28","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-29","1985","12","29","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-30","1985","12","30","","","","","","","","","","","","","","","","","","","","","","",""
"-72,67","45,03","ABERCORN","7020040","1985-12-31","1985","12","31","","","","","","","","","","","","","","","","","","","","","","",""
